doi,title,abstract
10.18815/sh.2015v5n8.114,A Filosofia perene como conhecimento propedêutico à compreensão e aplicação da ciência Ontopsicológica <br>The perennial Philosophy as introductory knowledge to the understanding and application of science Ontopsychological,"O escopo desta tesina do primeiro módulo do Bacharelado em Ontopsicologia é apresentar a Filosofia Perene como um conhecimento propedêutico à compreensão e consequente aplicação da ciência ontopsicológica. A pesquisa centrou-se nas obras-chave do Prof. Antonio Meneghetti sobre o tema e nos apontamentos de aula e obras correlatas do Prof. Alécio Vidor. Esta primeira produção acadêmica naturalmente não esgota o assunto, será evoluída com os conhecimentos que serão adquiridos nos módulos seguintes e foi motivada pela evidência de que as aulas de Filosofia do Bacharelado em Ontopsicologia, do modo como foram conduzidas com a primeira turma, serão fundamentais para o alcance do escopo deste curso de vanguarda: formar o técnico capaz de individuar o nexo ontológico entre sujeito e objeto em qualquer situação ou contexto."
10.18815/sh.2016v0n0.122,O valor da Filosofia nas Empresa<br>The value of the Company Philosophy,"Visto que a definição da filosofia institucional é um dos critérios do Modelo de Excelência em Gestão adotado pela Fundação Nacional da Qualidade, e que inúmeras empresas procuram adaptar-se a este modelo, o presente trabalho tem por objetivo analisar os critérios utilizados pelas empresas para identificar seus valores e definir a filosofia empresarial ao estabelecer a Missão, Visão e Princípios e Valores, sendo estes os elementos orientadores e balizadores da Gestão pela Qualidade Total. Ao longo das ultimas décadas tornou-se bastante usual as empresas declararem publicamente sua Filosofia Institucional, enunciando missão, visão, credos, princípios e valores como resultado da implantação de sistemas de qualidade, especialmente com o advento da internet e da criação dos sites oficiais das instituições. No entanto, apesar da grande visibilidade atual, percebe-se que nem sempre a Filosofia Institucional tem sido perfeitamente compreendida em todo seu potencial ideológico. Em inúmeros casos esses elementos estão escritos, mas não comunicam um sentido que alegra, que motiva. É um conjunto de valores que não dão incremento de vida e criatividade às pessoas no trabalho. Este trabalho visa resultar em proposta de pesquisa para o Trabalho Final de Conclusão de Curso e proposta de trabalho futuro com metodologias específicas para a utilização da Filosofia Institucional na facilitação do Desenvolvimento de Equipes, no esclarecimento do sentido do trabalho e na motivação por ações alinhadas aos resultados esperados de cada equipe."
10.20871/kpjipm.v1i2.14,Hahneman’s Principles Anthropology of Transcendent Philosophy : Some Observations in the Light of Islamic Sources,"This paper seeks to retrace human nature and transcending the vision of  humanity, by identifying, describing and analyzing the Hahnemannian principles and their relevance to anthropology of transcendent philosophy. Using the qualitative data from Hahnemann’s works with special reference to his Organon we found that Hahnemann’s principles are, unquestionably, a philosophical system in its own right. The primary goal of his philosophy, however is not solely speculative, indeed it is a medical philosophy written in brief  aphoristic style, aimed more of guidelines at curing suffering human beings, rather than winning adherents to its speculative creed. The main concern of  Hahnemann with regard to his medical philosophy is actually the question of suffering human well-being. The answer to this question will provide an indication of the relevant of  Hahnemannian principles to anthropology of transcendent philosophy. Thus Hahnemann’s principles cannot be properly understood apart from some grasp of  his conception of human nature and philosophy as a whole. Nonetheless his ideas are against the new emergence mainstream thought pattern of modern Europe which in turn spread all over the globe."
10.20871/kpjipm.v1i2.17,Structural Anthropology as a Transcendental Philosophy,"&lt;div&gt;&lt;p&gt;There are at least three kinds of structure we ﬁnd in Islamic socio-cultural phenomena. First is the binary oppositional structure, which has two kinds of variations : hierarchical and non-hierarchical. Second is the threefold structure which has three kinds of variations, the hierarchical, the non-hierarchical and the triangle, third is the ﬁvefold structure.&lt;/p&gt;&lt;p&gt;Those structures are neither material nor spiritual. They are above the material, the behavioral, as well as the spiritual phenomena, but they are manifested, expressed in material, behavioral and spiritual phenomena. They are thus the transcendental structures in Islam. Are those structures universal ? Can we ﬁnd them in other religions? To answer these questions we need to analyze data from other religions.&lt;/p&gt;&lt;/div&gt;"
10.20871/kpjipm.v1i2.18,Confronting The Threat of Relativism : Views from Islamic Philosophy,"Today the issue of ethics and most importantly moral values are being seen as merely based upon opinions and emotions. This has led towards a relativisation of moral values and thus towards the erosion of values amongst societies. This paper would analyze and suggest ways of  preserving values for the structuring of developmental ideas for thinkers in developing countries. Coming from an Islamic standpoint the ideas of virtues have to be rooted within the transcendent or the Absolute. Such defense of virtues are deﬁnitely beyond the grasp of usual western philosophy as the philosophy that is propagated by Islam is not a mere intellectual exercise but a transformative exercise which connects the profane to the sacred, the outer to the inner and the physical world to the spiritual world. The loci or the focus point is the human being thus developing the idea of being human via the inculcation of and preservation of virtues is of utmost importance. The virtues most important in Islam such as justice, moderation or temperance have been discussed by various muslim philosophers. These virtues are rooted in the Absolute and through His presence in the various levels of existences are they known. For Using ideas from malay cosmology and soteriology based upon the writings of Malay scholars, this paper would highlight ways to preserve and ensure Malay society does not fall under the threat of relativism of moral values."
10.18438/b81g7j,Alignment of Citation Behaviors of Philosophy Graduate Students and Faculty,"Objective – This study analyzes sources cited by graduate students in philosophy at the University of Colorado Boulder (UCB) in 55 PhD dissertations and master’s theses submitted between 2005 and 2010, to discover their language, age, format, discipline, whether or not they were held by the library, and how they were acquired. Results were compared to data previously collected about sources cited by philosophy faculty at UCB, in books published between 2004 and 2009, to identify how closely citation behaviors aligned between the two groups.&#x0D;
&#x0D;
Methods – Citations were counted in the PhD dissertations and master’s theses. Citations to monographs were searched against the local catalog to determine ownership and call number. Comparison numbers for faculty research were collected from a previous study. Results were grouped according to academic rank and analyzed by format, language, age, call number, ownership, and method of purchase.&#x0D;
&#x0D;
Results – Graduate students cited mostly books, though fewer than commonly found in other studies. Citations were almost entirely of English language sources. Master’s students cited slightly newer materials than doctoral students, who in turn cited newer materials than faculty. The library owned most cited books, and most of those were purchased on an approval plan. Doctoral students most frequently cited resources outside the discipline of philosophy, in contrast to master’s students and faculty.&#x0D;
&#x0D;
Conclusions – The citation behavior of graduate students in philosophy largely, but not entirely, mirrors that of the faculty. Further study of citation behavior in humanities disciplines would be useful. Understanding the behavior of philosophers can help philosophy librarians make informed choices about how to spend library funds."
10.1515/auk-2017-0014,The Philosophy of History: A Value-pluralist Response,"AbstractVittorio Hösle’s evaluation of the Soviet Revolution on the ground of the philosophy of history can be usefully examined from the value-pluralist perspective of Isaiah Berlin. Although Berlinwould agree with most ofHösle’s judgements on the Revolution, he would do so for very different reasons. Most importantly, Berlin would not accept the teleology that lies at the heart of the philosophy of history. For Berlin, the notion of a human"
10.26523/yupa.v1i2.53,The Life Philosophy of the Banjarese as a Value Education in Learning History,"Banjar people known as nomads and merchants in his life is famous for the principle that formed the character of the Banjar. Through the values contained in the philosophy/life principle of the Banjar people who can then be integrated into the world of education, one of which is historical education. The meaning and value of local wisdom existing in the community has a goal to increase learners to be able to develop their attributes derived from wisdom and local history of society, possessed the skill in understanding the society in the life of the process and possessing the characteristics and attitudes that are in line with the value of local wisdom. Amid the onslaught of technology and practicality of life offered, later emerged an approach that tried to highlight the local wisdom owned by the region, especially South Kalimantan. Therefore, the purpose of this paper is to introduce the value of the urban life of Banjar philosophy and its integration in learning history as a form of cultural endurance. The method used in this writing that is with a qualitative approach and data collection is done by library study by collecting the relevant literature with this paper."
10.12737/17737,Problem of teaching philosophy with regard for the needs of students in today’s society,"The article examines modern problems of teaching philosophy in high school. The attention is paid on issues such as&#x0D;
reducing the demand for philosophical knowledge in students, especially students of technical specialties. This problem&#x0D;
is considered in the context of social-cultural transformations of modern society and its priorities – innovative&#x0D;
development, information of the social relations, the relevance of technological skills and applied knowledge among&#x0D;
the younger generation. We studied the relation of philosophical knowledge to the needs and value orientations of&#x0D;
the modern generation. The authors study the main myths of social consciousness of generation Y: lazy, need to&#x0D;
serve instantly the needs, malevolence toward others, selfishness and spoiled. For the analysis of values of modern&#x0D;
generation there was used the concept of an American coach-coach B. Hobart about the generation Y. There are&#x0D;
the results of regional studies on issues of vital resources of modern man. There is updated the main problem of&#x0D;
the young generation – the problem of shortage of vital resources, which are expressed in three dimensions: lack&#x0D;
of knowledge, lack of communication and lack of time. The authors analyze the core values of generation Y – the&#x0D;
resource knowledge and the resource of freedom of personal choice. Taking into account the transformation of the&#x0D;
needs of the students they describe technology lectures on philosophy. They present such contemporary methods of&#x0D;
training as brainstorming, method and method criteria. There is an example of the structure and key concepts of the&#x0D;
lecture to University students on the topic “Consciousness as a philosophical category”. As necessary components of&#x0D;
philosophy education, the authors today highlight the practical orientation, the technological component of practical&#x0D;
training, as well as the increasing demands for the preparation of the contemporary teacher in philosophy."
10.12681/historein.221,Explorations between Philosophy and History,"&lt;!--[if gte mso 9]&gt;&lt;xml&gt; &lt;w:WordDocument&gt; &lt;w:View&gt;Normal&lt;/w:View&gt; &lt;w:Zoom&gt;0&lt;/w:Zoom&gt; &lt;w:HyphenationZone&gt;21&lt;/w:HyphenationZone&gt; &lt;w:PunctuationKerning /&gt; &lt;w:ValidateAgainstSchemas /&gt; &lt;w:SaveIfXMLInvalid&gt;false&lt;/w:SaveIfXMLInvalid&gt; &lt;w:IgnoreMixedContent&gt;false&lt;/w:IgnoreMixedContent&gt; &lt;w:AlwaysShowPlaceholderText&gt;false&lt;/w:AlwaysShowPlaceholderText&gt; &lt;w:Compatibility&gt; &lt;w:BreakWrappedTables /&gt; &lt;w:SnapToGridInCell /&gt; &lt;w:WrapTextWithPunct /&gt; &lt;w:UseAsianBreakRules /&gt; &lt;w:DontGrowAutofit /&gt; &lt;/w:Compatibility&gt; &lt;w:BrowserLevel&gt;MicrosoftInternetExplorer4&lt;/w:BrowserLevel&gt; &lt;/w:WordDocument&gt; &lt;/xml&gt;&lt;![endif]--&gt;&lt;span style=""font-size: 10.0pt; font-family: &amp;quot;Times New Roman&amp;quot;; mso-fareast-font-family: &amp;quot;Times New Roman&amp;quot;; mso-ansi-language: EN-US; mso-fareast-language: DE; mso-bidi-language: AR-SA;"" lang=""EN-US""&gt;This introduction summarizes the basic ideas behind the articles collected in ‘Bordercrsossings’. The first basic idea is the idea that the writing of history has a ‘border crossing’ character, meaning that history writing involves border crossings 1. between history and philosophy, and 2. between history and ‚politics‘ in a broad sense. The second basic idea is that the dialectical mechanism of ‘inversion’ (of ‘negation’ and of ‘the unity of opposites’) is fundamental for our understanding of debates in philosophy of history and in historiography. The third idea is that interesting &lt;/span&gt;&lt;span style=""font-size: 10.0pt; font-family: &amp;quot;Times New Roman&amp;quot;; mso-fareast-font-family: &amp;quot;Times New Roman&amp;quot;; mso-ansi-language: EN-GB; mso-fareast-language: DE; mso-bidi-language: AR-SA;"" lang=""EN-GB""&gt;prejudices and other assumptions in both philosophy and in history are found by contrast, not by analysis (Feyerabend).&lt;/span&gt;&lt;span style=""font-size: 10.0pt; font-family: &amp;quot;Times New Roman&amp;quot;; mso-fareast-font-family: &amp;quot;Times New Roman&amp;quot;; mso-ansi-language: EN-US; mso-fareast-language: DE; mso-bidi-language: AR-SA;"" lang=""EN-GB""&gt; &lt;/span&gt;&lt;span style=""font-size: 10.0pt; font-family: &amp;quot;Times New Roman&amp;quot;; mso-fareast-font-family: &amp;quot;Times New Roman&amp;quot;; mso-ansi-language: EN-GB; mso-fareast-language: DE; mso-bidi-language: AR-SA;"" lang=""EN-GB""&gt;Analysis of controversies is therefore the most fruitful point of departure in philosophy of history and in historiography. Because all key ideas in the humanities are ‘essentially contested concepts’ (Gallie) controversies are the ‘normal’ discursive condition in the humanities&lt;/span&gt;&lt;!--[if gte mso 9]&gt;&lt;xml&gt; &lt;w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156""&gt; &lt;/w:LatentStyles&gt; &lt;/xml&gt;&lt;![endif]--&gt;&lt;!--[if gte mso 10]&gt; &lt;style&gt; /* Style Definitions */ table.MsoNormalTable {mso-style-name:""Normale Tabelle""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-parent:""""; mso-padding-alt:0cm 5.4pt 0cm 5.4pt; mso-para-margin:0cm; mso-para-margin-bottom:.0001pt; mso-pagination:widow-orphan; font-size:10.0pt; font-family:""Times New Roman""; mso-ansi-language:#0400; mso-fareast-language:#0400; mso-bidi-language:#0400;} &lt;/style&gt; &lt;![endif]--&gt;"
10.18844/cerj.v7i1.2027, Guidelines for educational administration based on sufficiency economy philosophy,"Abstract&#x0D;
This study aimed to examine the existing situation of educational administration thus developed guidelines based on Sufficiency Economy Philosophy in the five educational extended schools under the Office of Khon Kaen Primary Education Service Area 4. Researchers utilized qualitative method multi-cases design. This study was carried out in two phases involving document analysis, interview and observation to examine the situation of educational administration followed by focus group discussion to develop guidelines. Data was analyzed using content analysis and presented it in descriptive manner. Results from the first phase of the study indicated that stakeholders are meeting together to set the vision and mission which integrated the Sufficiency Economy Philosophy in every administrative aspect in terms of policy. In addition, all the five research schools were implementing the specified mission and vision as they planned. Furthermore, stakeholders participated in planning for academic development and Sufficiency Economy Philosophy was integrated in school curriculum specifically in academic aspect. Improvement in the plan for the following year was conducted through evaluation. The second phase of the findings regarding the guidelines for educational administrators as such administrators and stakeholders should participate in setting policy based on the Sufficiency Economy Philosophy and implement it in school administrative management. Meanwhile the Sufficiency Economy Philosophy should be integrated in school curriculum by having stakeholders worked out the plan for academic development. The implementation of plans should be based on the concepts of saving, worthiness, and optimal outcomes. Finally environmental factors were needed for Sufficiency Economy Philosophy instruction.&#x0D;
Keywords: Sufficiency Economy Philosophy, extended schools, guidelines, educational administration, education."
10.2478/s13374-014-0210-4,Classical American pragmatism: Practicing philosophy as experiencing life,"AbstractI argue that Classical American Pragmatists—Royce, James, Dewey, Perice, Addams, Du Bois, and Locke subscribed to this view and practiced philosophy by focusing on experience and directing a critical eye to major problems in living. Thus Royce and Dewey explored the nature of genuine community and its role in developing a flourishing individual life but also a public, democratic life. Royce and James engaged in a phenomenological analysis of human experience including religious experience developing a rich understanding of human psychological, social, and religious development. Dewey, Royce and Perice applied the lessons of the scientific communal experience to problem solving in everyday life. Dewey explored life’s aesthetic dimensions. Addams, Du Bois and Locke applied philosophy to problems of living with discrimination as an immigrant or an African American."
10.18359/rfce.2740,"Contributions of Philosophy of Science, in the Perspective of Popper and Lakatos, for the Study of Innovation: An Analysis of the Neoclassical Schumpeterian and Neo-schumpeterian Theories","El objetivo de este artículo es investigar –a partir de dos criterios de delimitación (Popper y Lakatos) – la cientificidad de la teoría de la innovación. La innovación se analiza a partir de tres temas macro: (i) la corriente neoclásica de la teoría económica; (ii) la introducción de la teoría de la innovación y los manuscritos más recientes de Schumpeter; y (iii) las contribuciones aportadas por la corriente neo-chumpeteriana de la innovación. Se concluye que el tema de la innovación responde a los criterios para categorizar la cientificidad, encontrándose que esto tiene implicaciones en el campo de los estudios sobre el tema en aspectos como: la construcción / transmisión del conocimiento, la evasión del ""sentido común"", y el uso del ""método"" como recurso para construir el conocimiento científico."
10.18061/dsq.v33i4.3869,"On the Negative Possibility of Suffering: Adorno, Feminist Philosophy, and the Transfigured Crip To Come","&lt;p&gt;Critical theorist Theodor Adorno is rarely considered as a philosopher of the body. The body which leaks, desires, rages, and lusts is seemingly disjointed from the dry and dense writings that often characterize Adorno's work. As bleak as this description of Adorno&amp;rsquo;s writings may be, however, the body is both central to his critique of modernity and the site of hope and desire against the total domination and suffering that capitalism imposes. This paper highlights some of the ways in which feminist philosophy of disability and disability studies, more generally, would benefit by thinking in constellation with Adorno's negative dialectic to interrogate the ways in which meanings get made about bodies and, furthermore, use the margins of difference, in relation with others, to challenge what Adorno calls the ""wrong state of things."" I argue that the transfigured crip to come is central to this fight against the ""wrong state of things.""&lt;strong&gt;&lt;/strong&gt;&lt;/p&gt;&lt;p class=""Body""&gt;Keywords: Adorno; negative dialectics; suffering; disability; crip&lt;/p&gt;"
10.18061/dsq.v33i4.3868,"Hegel, Feminist Philosophy, and Disability: Rereading our History","&lt;p class=""NoSpacing""&gt;&lt;span lang=""EN-CA""&gt;Although feminist philosophers have been critical of the gendered norms contained within the history of philosophy, they have not extended this critical analysis to norms concerning disability. In the history of Western philosophy, disability has often functioned as a metaphor for something that has gone awry. This trope, according to which disability is something that has gone wrong, is amply criticized within Disability Studies, though not within the tradition of philosophy itself or even within feminist philosophy. In this paper, I use one instance of this disability metaphor, contained within a passage from Georg Wilhelm Friedrich Hegel&amp;rsquo;s &lt;em&gt;Philosophy of Right&lt;/em&gt;, in order to show that paying attention to disability and disability theory can enable identification of ableist assumptions within the tradition of philosophy and can also open up new interpretations of canonical texts. On my reading, whereas Hegel&amp;rsquo;s expressed views of disability are dismissive, his logic and its treatment of contingency offer up useful ways to situate and re-evaluate disability as part of the concept of humanity. Disability can in fact be useful to Hegel, especially in the context of his valorization of experiences of disruption and disorientation. Broadening our understanding of the possible ways that the philosophical tradition has conceived human beings allows us to better draw on its theoretical resources.&amp;nbsp;&lt;/span&gt;&lt;/p&gt;&lt;p class=""NoSpacing""&gt;&amp;nbsp;&lt;/p&gt;&lt;p class=""NoSpacing""&gt;&lt;span lang=""EN-CA""&gt;Keywords: Hegel; contingency; history of philosophy; feminist Hegel scholarship&lt;/span&gt;&lt;/p&gt;&lt;p class=""NoSpacing""&gt;&lt;span lang=""EN-CA""&gt;&lt;br /&gt;&lt;/span&gt;&lt;/p&gt;"
10.7146/rom.v3i1.23254,Inger Christensen / Novalis / Philosophy of Nature,"The Danish poet and essayist Inger Christensen (1935–2009) has been labelled a modernist, a postmodernist, an experimentalist, and an exponent of systematic poetry. However, all through her works runs her preoccupation with early German romanticism, the philosophical and poetological writings of Novalis in particular. Christensen’s complex relationship with Novalis has so far received little scholarly attention. The aim of this tripartite article is to fill this lacuna by shedding light on the various ways in which Christensen engages with Novalis and renegotiates his romantic heritage. Central to Christensen’s poetics is a concept derived from Novalis: hemmelighedstilstanden [the state of secrecy]. Reading this concept in conjunction with the contemporary German-Austrian poet Peter Waterhouse’s corresponding concept of Geheimnislosigkeit [literally: secretlessness], Silje Ingeborg Harr Svare explores Christensen’s renegotiation of Novalis’s philosophy of subjectivity and language. Anne Gry Haugland addresses the complex and radical philosophy of nature that resonates throughout Christensen’s works. While this philosophy of nature is indebted to German romantic Naturphilosophie, it is also informed by recent developments in the natural sciences: drawing on concepts in contemporary science such as biosemiotics, scalar ratios, and self-organizing systems – Haugland outlines the scientific context for Christensen’s philosophy of nature. Finally, Klaus Müller Wille explores the relationship between Christensen’s long poem det [It] and Novalis’s unfinished philosophical novel Die Lehrlinge zu Sais [The disciples of Sais], showing that det is informed by Novalis’s fragment on a structural, a diegetic, a rhetorical, and a conceptual level."
10.20321/nilejes.v1i1.34,The Philosophy of Being and Practical Criticism: The Prime Minister’s Son and Secrets,"The Philosopher, Arthur Schopenhauer, is regarded as the great pessimist of philosophy. It is in his philosophy that one can locate Greg Mbajiorgu’s and Nuruddin Farah’s The Prime Minister’s Son and Secrets respectively. Arthur Schopenhauer’s philosophy was a reaction to both Kantian and Hegelian Philosophies. The objective of this essay was to see where Greg Mbajiorgu’s The Prime Minister’s Son and Nuruddin Farah’s Secrets complied with Schopenhauer’s idea of the absurd, which the world is. The questions the essay tried to answer are: Why is there so much suffering in the world? Why did the characters such as Ezinma and her son have to endure so much suffering in The Prime Minister’s Son? Why did Damac have to be gang-raped in Secrets? Why do we hold secrets? Why are there taboos, which humans will so willingly not adhere to in their privacy? The paper sought answers to these questions in the two texts under study using qualitative method. Quantitative data in the form of interview published in a book was also used to support both the deductive and inductive analysis of texts. The importance of this research paper cannot be overemphasized when one considers the suffering that most humankind experience in the process of living. It is expected to provide enlightenment to Governments of the world, especially in developing countries on the need to reducing the suffering that many in these countries face."
10.1017/s0026318400012414,The Study of Arabic Philosophy Today,"It is a good omen that an essay on the current study of Arabic philosophy is appropriate. In the first place, it is a sign that the field is flourishing. Indeed, there are now so many who pursue this kind of inquiry, and those hail from such far-flung locales, that hardly any single scholar is acquainted with all of his fellows or even with all of their research. Names of new scholars, announcements of long forgotten manuscripts, and novel interpretations of well-known works spring forth at each learned conference as well as in each issue of scholarly journals. What is more, it is a sign of the extent to which the field of Arabic studies in general has now become populous and diversified. No longer can an individual scholar aspire to keep up with all of the research being pursued in all of the various sub-disciplines of the field. Finally, it is a sign that even in the midst of such burgeoning activity and specialization there is an abiding interest in the field as a whole. It is the latter, above all, that warrants this general account of what is happening with respect to the study of Arabic philosophy."
10.1017/s0026318400013195,The Study of Arabic Philosophy Today,"In recent years, scholarship concerning Abū Hāmid al-Ghazālī (450/1058–505/1111) has been directed more to the exploration of his thought than to editing or translating his vast corpus. This is not to say that there have been no editions or translations. Sulaymān Dunyā continues to publish versions of various treatises in which he replaces a critical apparatus with the explanation that he has already consulted the relevant manuscripts and selected the readings he deems sound or in which his critical apparatus consists of notes indicating that a particular word is differently rendered in some of the “sources” (uṣūl). However, other equally non-academic mass-market printings of al-Ghazali’s works apart, only a few critically edited texts have been published in the last two decades. Three years after the appearance of his al-Ghazālī bibliography, a volume that appeared as part of the millenary celebration of Abū Ḥāmid’s birth, ʿAbd al-Raḥmān Badawī published a critical edition of Faḍā’iḥ al-Bāṭinīyah. In the same year, Abū al-ʿAlā ʿAfīfī’s edition of Mishkāt al-Anwār appeared, and a year later A. L. Tibawi published his edition and translation of the small “Jerusalem Treatise” (al-Risālah al-Qudsīyah). In 1971, Fadlou A. Shehadi’s edition of The Supreme Purpose (al-Maqṣad al-Asnā) was published."
10.15173/jhap.v4i3.2864,"Maria van der Schaar, G. F. Stout and the Psychological Origins of Analytic Philosophy","Basingstoke: Palgrave Macmillan, 2013. &lt;br /&gt;&lt;br /&gt;174pp. $100 Hardcover. ISBN 978-0-230-24978-3.&lt;br /&gt;&lt;br /&gt;Reviewed by Consuelo Preti."
10.1093/med/9780190600129.003.0007,Breuer’s Contributions to Psychiatry and Philosophy,"Josef Breuer was a practicing physician who saw many patients with psychiatric symptoms. He was a scientist and philosopher, but at his core he was a physician. His foray into the field of psychiatry can be directly traced to his patients, particularly a girl who became ill while she was nursing her sick father. Breuer and Freud called the girl Anna O. in their book on hysteria, but later it was revealed that her name was Bertha Pappenheim. Breuer first told Freud about Pappenheim in November 1882 approximately 5 months after he stopped treating her. It would be more than a decade, however, before they published her case history. Breuer and Freud collaborated on numerous clinical cases, but Breuer did not write any further on psychoanalysis. Breuer did maintain an active interest in the function of the inner ear until his death in 1925."
10.1093/med/9780198725978.003.0016,"Introduction to “On attitudes toward philosophy and psychology in German psychiatry, 1867–1917”","Chapter 16 is an introduction to Chapter 17, which covers attitudes toward philosophy and psychology in German psychiatry between 1867–1917, including discussion related to Wilhelm Wundt, Emil Kraepelin, Theodore Ziehen, interdisciplinary history, philosophy, psychiatry, and experimental psychology."
10.1093/med/9780198725978.003.0017,"On attitudes toward philosophy and psychology in German psychiatry, 1867–1917","Chapter 17 examines the disciplinary threshold between psychiatry, philosophy, and psychology in late nineteenth-century Germany. It begins with a brief sketch of the post-Hegelian crisis before drawing on the work of several protagonists (Wilhelm Wundt, Emil Kraepelin, and Theodor Ziehen) to explore how that crisis influenced psychiatry, and then how they interpreted the relationship between psychiatry and philosophy, discussing some of the exchanges that transpired across the disciplinary threshold, and illustrating how these exchanges shaped the development of psychiatry. Specifically, it argues that much of Kraepelin’s early research encountered a well-entrenched, antimetaphysical bias within his profession, and how he (among many others) drew on experimental methods developed in the neighboring fields of philosophy and psychology in order to introduce new psychological dimensions into the overwhelmingly neuropsychiatric research paradigms of his day. Although remembered mainly for his contributions to the history of so-called biological psychiatry, Kraepelin’s career and research were initially inspired by the methods and promise of early Wundtian experimental psychology."
10.1093/med/9780199360192.003.0004,"Dualism and Its Discontents I: Philosophy, Literature, and Medicine","Part I of II: Beginning with several literary and nonfiction patient accounts elaborating alienating healthcare experiences, this chapter offers a brief overview of 20th-century attitudes and movements informing medical pedagogy and practice in the U.S., citing such figures as Abraham Flexner, Francis Peabody, Eric Cassell and others. Seeking an understanding of the dissociative underpinnings of medical practice, the chapter turns to the Western philosophical lineage, with particular emphasis on mind–body dualism. Beginning with Plato, key passages in The Republic and The Symposium are examined, exploring Plato’s influential conception of the hierarchy between the physical and intelligible realms. Descartes’ Enlightenment philosophy and his approach to knowledge—with thought abstracted from the physical realm—is discussed in detail, alongside the connections between such thought and medical practice. The chapter closes with a question, to be addressed in Part II: Might philosophy offer more salutary approaches to understanding healthcare?"
10.23943/princeton/9780691161341.003.0010,The Spread Philosophy in the Study of Algebraic Cycles,"This chapter discusses the spread philosophy in the study of algebraic cycles, in order to make use of a geometry by considering a variation of Hodge structure where D is the Hodge domain (or the appropriate Mumford–Tate domain) and Γ‎ is the group of automorphisms of the integral lattice preserving the intersection pairing. If we have an algebraic cycle Z on X, taking spreads yields a cycle Ƶ on X. Applying Hodge theory to Ƶ on X gives invariants of the cycle. Another related situation is algebraic K-theory. For example, to study Kₚsuperscript Milnor(k), the geometry of S can be used to construct invariants."
10.1093/oxfordhb/9780199579563.013.0012,Race and Gender in Philosophy of Psychiatry,"This chapter focuses on a critical analysis of particular theoretical frameworks in psychiatry in their interplay with issues of race and gender. (Important sources documenting racism and sexism in psychiatry are cited.) Analysis shows that theoretical perspective is one of the most important factors in play in working toward the goal of eliminating racism and sexism from psychiatry. To this end, four types of theoretical frameworks are considered: naturalism, social constructionism, relativism and antirelativism, and phenomenology. Also considered are efforts to show the compatibility of two different frameworks. Each framework is explored and critiqued regarding its potential to expose and correct racist and sexist attitudes that are incorporated into research and treatment in psychiatry. Included are discussions of the relevance of realism and antirealism in evaluating theoretical frameworks, as well as evaluation of theoretical claims regarding the roles of biology, genetics, the medical model, and culture in either sustaining or counteracting racism and sexism in psychiatry, including psychoanalysis. Finally, Husserlian phenomenology is suggested as a philosophical framework for psychiatry that can transcend the limitations of the other frameworks discussed. Phenomenology enables psychiatry, including psychology and psychoanalysis, to constitute itself as a science that transcends both constructionist relativism and naturalistic reductionism."
10.1093/oxfordhb/9780199579563.013.0048,Autism and the Philosophy of Mind,"In order to understand the pathogenesis of autism, one needs to have an adequate framework within which to think about the nature of typical as well as atypical early human mental development. From a complementary perspective, the study of autism may challenge our ways of thinking about the mind itself. For example, are we justified in introducing divisions among cognition, conation, and affect in characterizing early development? What is the epistemological basis for children's understanding of others' minds? How should we think about the origins of and basis for symbolic functioning? This chapter explores the relevance of philosophy for our accounts of autism, highlighting the importance of ideas from Wittgenstein and Strawson in particular, and illustrates fresh ways in which autism might contribute to debates in philosophy of mind."
10.1093/oxfordhb/9780199579563.013.0057,The Medical Model and the Philosophy of Science,"This chapter sketches an account of psychiatric explanation with roots in contemporary philosophy of science and suggests that it is a natural fit with what it will call the strong interpretation of the medical model in psychiatry. The chapter starts by distinguishing between strong and minimal ways to understand the medical model before it moves on to talk about explanation. The basic idea of the chapter is that the logic of the medical model, together with recent developments in the sciences of the brain, suggests that psychiatry should be seen as a kind of cognitive neuroscience. The second part of the chapter discusses some issues in applying mechanistic explanatory models to mental disorders. Recent philosophical work on explanation in the cognitive neurosciences has seen it asmechanisticexplanation. A mechanistic explanation shows how components of a system interact to give rise to the phenomenon to be explained."
10.1515/kant-2016-0005,Kant’s Political Philosophy as a Theory of Non-Ideal Normativity,"Abstract:Kant’s political philosophy confronts its interpreters with a crucial difficulty: it is far from clear if (or how) Kant, in his political theory, makes use of the Categorical Imperative (CI). It is notoriously demanding to clarify the relationship that exists between his political thought on the one hand and the ethics of the"
10.5539/ass.v12n4p23,The Reference of Nietzsche’s Moral Philosophy to Remodel Chinese’s Personality,"&lt;p&gt;In China, the traditional moral is absolute holism which caused the traditional personality a blind altuism and be short of healthy individualism. And more seriously, servility in the personality of Chinese people is a severe weakness rooted in the traditional morals of China which was criticised by Chinese scholars fierecely, and this major defect of Chinese personality is the huge obstacle of the development of modern Chinese thought. To eliminate all the weakness of Chinese traditional morality and to renew the personality of Chinese, we could learn from the essence of Nietzsche’s theories of “superman morality” which advocated the independent and self-esteem strongly, thus create an independent personality for Chinese which urges people to be free, self-esteem, creative, courageous and with healthy psychology. &lt;/p&gt;"
